Age,Gender,Education,Monthly Income,Occupation,Country,City,Marital Status,Has Children,Children Use Learning Apps,Device,Internet Quality,Hours Online,Time of Day,Learning Mode,App Comfort Level,Ad Channel,Ad Click Frequency,Ad Format,Ad Message Clarity,Ad Design Appeal,Motivation,Learning Goals,Preferred Subjects,Preferred App Features,Selection Factors,Learning Challenges,Free Trial Willingness,Courses Taken Last Year,Signed Up,Sign-up Reason,Paid Subscription,Payment Preference,Willingness to Spend,Non-Subscription Reasons,Satisfaction Level,Would Recommend,Features Used Most,Other Apps Used,Desired Improvement
25-34,Male,Undergraduate,500-1000,Working Professional,Mozambique,North Jonathan,Single,No,Not applicable,Smartphone,Good,>6,Evening,One-on-one,2,Other,Never,Pop-up,Somewhat,Appealing,"Skill development, Exam preparation, Certification, Parental suggestion, Peer recommendation, Academic help","Get a new job, Improve current job skills, Switch careers, Other, Networking","Science, Languages, Arts, Business","Peer interaction, Certificates, Quizzes, Personalized content, Gamification","Peer reviews, App design, Price, Flexibility","Distractions, Lack of support, Boring content, Technical issues",5,3-5,Yes,Trust in brand,Yes,Pay per course,<10,,2,Yes,"Live sessions, Leaderboards, Notes/highlighting, Downloadable resources, Discussion boards, Progress tracking","Khan Academy, None, edX, Udemy",More courses
55+,Female,Postgraduate,500-1000,Working Professional,Guadeloupe,Alexanderburgh,Married,Yes,Yes,Smartphone,Good,4-6,Night,Self-paced,4,Google Search,Often,Pop-up,Yes,Appealing,"Hobby learning, Certification, Career growth, Peer recommendation","Get a new job, Other, Start a business, Switch careers, Networking, Pass exams","Languages, Other, Humanities, Exam prep, Arts","Gamification, Live classes, Recorded videos, Peer interaction","Peer reviews, Content quality, Price, Tutor quality","Lack of motivation, Lack of support, Cost, Poor internet",5,3-5,Yes,Interesting content,Yes,Monthly subscription,20-50,,5,Yes,"Discussion boards, Progress tracking, Community forums, Downloadable resources, Quizzes, Other","Other, Byju’s, Unacademy, Udemy",Better support
18-24,Male,Undergraduate,500-1000,Student,Ghana,Crawfordmouth,Single,No,Not applicable,Laptop/PC,Good,>6,Afternoon,Group sessions,5,Other,Rarely,Image,Yes,Very appealing,"Academic help, Career growth, Exam preparation, Peer recommendation, Parental suggestion","Earn certifications, Improve current job skills, Networking, Start a business","Science, Technology, Languages, Business, Other, Arts","Offline access, Quizzes, Peer interaction, Live classes, Personalized content, Recorded videos","Peer reviews, Tutor quality, Certification, App design, Other, Flexibility","Cost, Boring content, Distractions, Other, Time management, Technical issues",5,>10,Yes,Unclear benefits,No,Annual subscription,10-20,"Complicated signup, Privacy concerns, Not enough content, No payment method, Other, Lack of reviews",3,No,"Leaderboards, Quizzes, Progress tracking, Other","Byju’s, Unacademy, Skillshare, Other",Better UI
45-54,Male,Postgraduate,<500,Entrepreneur,Congo,North Patricia,Married,No,Not applicable,Smartphone,Excellent,>6,Early morning,Blended,5,Facebook,Often,Text,Yes,Neutral,"Career growth, Hobby learning, Other, Exam preparation, Academic help","Start a business, Personal enrichment, Earn certifications, Improve current job skills, Networking","Other, Arts, Business, Science","Personalized content, Certificates, Recorded videos, Peer interaction","Tutor quality, Peer reviews, App design, Content quality, Certification, Customer support","Cost, Time management, Other, Poor internet, Distractions",5,1-2,Yes,Parental advice,No,Annual subscription,50-100,"Lack of reviews, Privacy concerns, Price, No payment method",5,Yes,"Progress tracking, Notes/highlighting, Downloadable resources, Community forums, Other, Quizzes","Unacademy, edX, Coursera, Byju’s",Better support
<18,Female,Undergraduate,<500,Student,Chile,Brycetown,Single,Yes,Not applicable,Smartphone,Good,4-6,Night,Live classes,4,YouTube,Rarely,Video,Yes,Unappealing,"Other, Certification, Hobby learning, Skill development","Other, Switch careers, Personal enrichment, Pass exams, Networking, Improve current job skills","Humanities, Arts, Exam prep, Languages, Business, Science","Live classes, Certificates, Other, Offline access, Recorded videos","App design, Customer support, Content quality, Peer reviews","Time management, Poor internet, Other, Cost, Lack of support, Technical issues",2,3-5,Yes,Lack of interest,No,Monthly subscription,<10,"No payment method, Prefer free content, Complicated signup, Price, Lack of reviews",4,Yes,"Quizzes, Downloadable resources, Live sessions, Other, Discussion boards","edX, Other, Unacademy, Udemy",More languages
18-24,Male,Postgraduate,2000-5000,Student,Saudi Arabia,New Donald,Single,No,Not applicable,Smartphone,Excellent,4-6,Evening,Group sessions,4,Instagram,Never,Text,Yes,Unappealing,"Other, Academic help, Certification, Parental suggestion","Start a business, Pass exams, Improve current job skills, Other, Personal enrichment","Exam prep, Languages, Arts, Humanities, Science, Business","Other, Personalized content, Peer interaction, Gamification, Offline access","Flexibility, Certification, Tutor quality, Price, Customer support, Other","Cost, Other, Technical issues, Poor internet, Lack of support, Lack of motivation",4,3-5,Yes,Value for money,No,Annual subscription,<10,"Prefer free content, Price, Privacy concerns, No payment method, Complicated signup",3,No,"Community forums, Discussion boards, Notes/highlighting, Live sessions, Leaderboards","Khan Academy, Unacademy, None, edX, Udemy",More affordable
35-44,Female,Undergraduate,1000-2000,Student,Bulgaria,Lake Evan,Single,Yes,Not applicable,Smartphone,Excellent,4-6,Evening,Blended,4,Google Search,Often,Influencer post,Yes,Very appealing,"Career growth, Exam preparation, Hobby learning, Other","Earn certifications, Start a business, Improve current job skills, Pass exams, Other","Languages, Exam prep, Technology, Humanities, Other, Science","Certificates, Other, Peer interaction, Live classes, Gamification","App design, Flexibility, Peer reviews, Other","Lack of motivation, Technical issues, Lack of support, Boring content, Distractions, Poor internet",3,3-5,No,Trust in brand,No,Annual subscription,20-50,"Lack of reviews, Privacy concerns, Other, No payment method",4,Yes,"Other, Downloadable resources, Quizzes, Notes/highlighting","Khan Academy, None, Skillshare, Unacademy",Better support
45-54,Female,High School,500-1000,Student,Malawi,South Chelseachester,Married,Yes,Not applicable,Laptop/PC,Average,4-6,Early morning,Self-paced,4,Facebook,Sometimes,Video,Yes,Very unappealing,"Exam preparation, Hobby learning, Parental suggestion, Career growth, Certification, Peer recommendation","Earn certifications, Get a new job, Pass exams, Other, Switch careers, Networking","Technology, Science, Business, Humanities, Exam prep, Languages","Other, Peer interaction, Live classes, Offline access","Certification, Other, Tutor quality, Price","Technical issues, Lack of support, Time management, Poor internet",5,1-2,Yes,Parental advice,Yes,Free only,10-20,,3,No,"Leaderboards, Discussion boards, Community forums, Progress tracking, Notes/highlighting","Other, Udemy, Coursera, None, edX",More live sessions
<18,Non-binary/Other,Undergraduate,500-1000,Student,Namibia,New Carolville,Widowed,No,Not applicable,Smartphone,Excellent,4-6,Afternoon,Self-paced,4,Facebook,Rarely,Image,No,Neutral,"Skill development, Other, Academic help, Parental suggestion, Exam preparation, Career growth","Earn certifications, Switch careers, Start a business, Personal enrichment, Get a new job, Improve current job skills","Science, Other, Business, Technology","Other, Certificates, Quizzes, Gamification, Personalized content, Live classes","Flexibility, Customer support, Content quality, Price, Tutor quality","Distractions, Poor internet, Technical issues, Cost, Lack of support",5,1-2,Yes,Lack of interest,Yes,One-time purchase,10-20,,2,No,"Notes/highlighting, Downloadable resources, Community forums, Progress tracking, Other, Discussion boards","Byju’s, None, edX, Coursera, Khan Academy, Udemy",Better support
<18,Male,Postgraduate,1000-2000,Working Professional,Namibia,East Roberttown,Single,No,Not applicable,Smartphone,Good,>6,Afternoon,One-on-one,3,Facebook,Often,Image,Somewhat,Appealing,"Other, Exam preparation, Peer recommendation, Hobby learning, Career growth","Switch careers, Pass exams, Personal enrichment, Networking","Languages, Other, Technology, Arts","Offline access, Personalized content, Peer interaction, Quizzes, Other","App design, Content quality, Peer reviews, Flexibility, Tutor quality","Boring content, Distractions, Lack of motivation, Technical issues, Lack of support, Poor internet",3,3-5,No,Value for money,No,Monthly subscription,20-50,"Price, No payment method, Not enough content, Complicated signup, Privacy concerns, Other",5,No,"Notes/highlighting, Discussion boards, Leaderboards, Downloadable resources","Byju’s, Udemy, edX, Skillshare",More courses
18-24,Male,Doctorate,500-1000,Working Professional,Jersey,Leeshire,Married,No,Not applicable,Smartphone,Good,>6,Night,Group sessions,1,YouTube,Sometimes,Image,Yes,Appealing,"Academic help, Peer recommendation, Exam preparation, Career growth","Switch careers, Earn certifications, Networking, Start a business","Languages, Other, Business, Arts, Science, Technology","Personalized content, Offline access, Recorded videos, Quizzes, Live classes, Other","Tutor quality, Other, Price, Content quality, Peer reviews","Technical issues, Cost, Boring content, Poor internet, Distractions",4,1-2,No,Value for money,No,Pay per course,20-50,"Prefer free content, Price, Complicated signup, Privacy concerns, Other",4,No,"Community forums, Downloadable resources, Quizzes, Leaderboards","Coursera, Khan Academy, Skillshare, Unacademy, Byju’s",More affordable
18-24,Female,Undergraduate,2000-5000,Working Professional,Liberia,Port Angela,Married,No,Not applicable,Laptop/PC,Good,2-4,Evening,Self-paced,5,Google Search,Rarely,Pop-up,Yes,Neutral,"Career growth, Certification, Other, Academic help, Hobby learning, Exam preparation","Networking, Get a new job, Personal enrichment, Other, Start a business, Switch careers","Arts, Technology, Exam prep, Languages","Certificates, Personalized content, Offline access, Gamification, Live classes","Peer reviews, Price, Certification, App design, Customer support","Lack of motivation, Time management, Other, Cost, Lack of support",3,1-2,Yes,Interesting content,No,Annual subscription,20-50,"No payment method, Not enough content, Complicated signup, Privacy concerns, Prefer free content",3,No,"Notes/highlighting, Discussion boards, Progress tracking, Community forums, Other","Khan Academy, Udemy, Byju’s, Coursera, edX",More affordable
25-34,Male,Postgraduate,500-1000,Working Professional,Malta,Welchbury,Single,Yes,Not applicable,Laptop/PC,Good,4-6,Evening,One-on-one,5,YouTube,Never,Influencer post,Yes,Neutral,"Other, Certification, Career growth, Exam preparation, Hobby learning, Peer recommendation","Pass exams, Networking, Get a new job, Start a business, Earn certifications","Exam prep, Languages, Humanities, Technology","Personalized content, Certificates, Other, Recorded videos, Peer interaction, Offline access, Quizzes, Live classes, Gamification","Price, Other, Flexibility, Peer reviews, Certification, Tutor quality","Distractions, Other, Boring content, Poor internet, Lack of support, Time management",4,6-10,Yes,Value for money,No,Annual subscription,10-20,"Other, Lack of reviews, Price, Complicated signup",3,Yes,"Downloadable resources, Other, Notes/highlighting, Quizzes, Discussion boards, Live sessions","edX, Udemy, Khan Academy, Unacademy, Skillshare, Byju’s",More affordable
18-24,Female,Postgraduate,<500,Working Professional,Cocos (Keeling) Islands,New Nathanfort,Other,Yes,Not applicable,Smartphone,Poor,4-6,Evening,Live classes,2,Instagram,Rarely,Influencer post,Yes,Unappealing,"Certification, Academic help, Other, Hobby learning, Skill development","Improve current job skills, Pass exams, Personal enrichment, Start a business, Earn certifications, Get a new job","Science, Languages, Business, Exam prep, Other, Humanities","Live classes, Other, Offline access, Recorded videos, Quizzes, Certificates","Price, Other, Tutor quality, App design, Certification","Time management, Cost, Lack of motivation, Other, Technical issues, Boring content",5,6-10,Yes,Interesting content,No,Pay per course,10-20,"No payment method, Complicated signup, Prefer free content, Privacy concerns",4,Yes,"Leaderboards, Live sessions, Downloadable resources, Progress tracking, Other, Notes/highlighting","edX, Coursera, Skillshare, Khan Academy, Unacademy, Udemy",More courses
18-24,Male,Undergraduate,1000-2000,Student,South Georgia and the South Sandwich Islands,East Michaelberg,Married,No,Not applicable,Laptop/PC,Average,2-4,Evening,Live classes,5,Instagram,Sometimes,Image,Yes,Appealing,"Certification, Academic help, Parental suggestion, Hobby learning, Peer recommendation","Switch careers, Get a new job, Networking, Other","Business, Humanities, Science, Arts, Exam prep, Other","Certificates, Recorded videos, Peer interaction, Personalized content, Gamification","Content quality, Price, Flexibility, Tutor quality, Certification","Cost, Lack of support, Distractions, Boring content",5,0,No,Value for money,No,Monthly subscription,<10,"Lack of reviews, Prefer free content, Complicated signup, Not enough content, Privacy concerns, Price",4,Yes,"Other, Quizzes, Notes/highlighting, Progress tracking, Leaderboards, Discussion boards","edX, Coursera, Unacademy, Other, Skillshare",More affordable
